name,main_business,new_business,future,targeting_point,sources,confidence
극동건설(주),"1953년 설립된 종합건설사로 토목, 건축, 주택(아파트), 플랜트·전기·통신·환경설비, 조경 등 건설 전 분야에서 시공을 통해 매출을 낸다. 2024년 매출 약 4,970억원, 영업이익 약 77억원 규모이며, 특히 도시정비(재개발·재건축)와 주택 부문이 핵심 사업이다.","현재 도시정비사업을 핵심 성장축으로 삼아 수주 드라이브를 진행 중이며, 부산 용호동·수원 장미5차·인천 성신3차 소규모 재건축, 신림중앙시장 재개발, 송파 오금동 가로주택 등 소규모부터 재개발·재건축까지 폭넓게 수주하고 있다. 2026년 상반기에는 강동하남남양주선(GTX 연계) 토목 공구 수주에 나서는 등 정비·토목 양면에서 사업을 확대 중이다.","""주택·스마트 기술 강화를 통한 내실 성장""을 표방하며, 건축본부 내 엔지니어링실을 신설해 기술 개발·현장관리를 고도화하고 종합 도시정비 포트폴리오 완성을 추진하고 있다. AI 스마트글라스·아이트래킹, 스마트밴드 기반 근로자 건강관리, 지능형 CCTV, 드론 환경 모니터링 등 스마트 건설·안전기술 도입을 중장기 경쟁력으로 키우고 있다.","AI 스마트글라스·아이트래킹·지능형 CCTV·드론 모니터링 등 회사가 실제 도입 중인 스마트 건설/현장 자동화 기술과 본인의 로보틱스·센싱·자동화 역량을 연결해 강조하면 좋다. 신설된 엔지니어링실의 현장관리 고도화, 중대재해 ZERO를 위한 안전 자동화 솔루션 기여 의지를 어필하는 것이 효과적이다.","극동건설, 상반기 이끈 도시정비 수주 성과...""주택·스마트 기술 강화"" - 팍스경제TV: https://www.paxetv.com/news/articleView.html?idxno=151190 | 극동건설 2025년 기업정보(주요사업·매출·재무) - 캐치: https://www.catch.co.kr/Comp/CompSummary/500054 | 극동건설(주) 기업정보 - 사람인: https://www.saramin.co.kr/zf_user/company-info/view/csn/U3JoTU03L25XY0FSMTJ3VWNxYnhrdz09",medium
(주)진합,"1978년 설립된 자동차용 파스너(볼트·너트) 전문 제조기업으로, 볼트·너트·브레이크호스·피팅·냉간단조품·강구조물 등을 국내외 완성차 및 부품업체에 공급해 매출을 낸다. 중형차 한 대에 약 4,000개의 파스너가 쓰이며 국내 시장 점유율이 약 85%에 이르는 선도기업이다.","2025년 7월 인도 ANAND그룹 Gabriel사와 합작법인(Jinhap Automotive India)을 설립해 인도 화스너 시장에 진출 중이다. 또한 초고강도·경량 파스너, 알루미늄 볼트, 센서 케이스·전자제어장치용 파스너 등 전동화 대응 신제품 개발에 R&D 투자를 확대하고 있다.","경량화·고강도 정밀단조 기술과 알루미늄 볼트 등 신소재 부품을 중장기 성장동력으로 삼아 전기차·친환경차 시장 확대에 대응하고 있다. 현대차 '올해의 협력사' 친환경 부문 선정, World Class+ 인증 등 ESG·글로벌 경영을 강화하며 인도 등 해외 생산기지 확장을 추진한다.","정밀단조·금형설계 기반의 제조공정 자동화와 품질검사(비전·센서) 자동화, 스마트팩토리 데이터 기반 공정 최적화 경험을 강조하면 좋다. 전동화 부품(센서 케이스, 경량 파스너) 양산을 위한 자동화 라인 설계·로보틱스 핸들링 역량을 어필하는 것이 효과적이다.",볼트너트 '진합' 없이 한국車 질주없다 - 헬로디디 https://www.hellodd.com/news/articleView.html?idxno=39571 | 진합 공식 홈페이지 (인도 합작법인·TISAX 인증·친환경 협력사) https://www.jinhap.com/ | (주)진합 코머신 기업소개 https://www.komachine.com/ko/companies/jinhap,medium
동일고무벨트(주),"전동벨트, 컨베이어벨트, 러버트랙·러버패드(건설·이동장비용 무한궤도) 등 산업용 고무제품 제조가 핵심 매출원이다. 1945년 창업한 국내 최초 고무벨트 국산화 기업으로 DRB(디알비)그룹의 산업용 고무 제조 축을 담당하며, 토목건축자재와 면진·제진(진동제어) 시스템도 주요 제품군이다.","자동차부품, 로봇·자동화, 헬스케어 등으로 사업 영역을 확장 중이며, 그룹 관계사 DRB오토메이션(주)이 프레스 자동화·로봇 핸들링(Handling)·디스태커 시스템 등 스마트팩토리 자동화 사업을 수행한다. 또한 헬스케어 산업 진출과 면진·제진 시스템 등 고부가 제품으로 포트폴리오를 다각화하고 있다.","고무벨트 기반에서 자동차부품, 로봇·자동화, 면진·제진, 헬스케어 등 미래 첨단산업으로 전환하는 중장기 전략을 추진한다. 중국(칭다오)·베트남 등 해외 생산거점과 미국·일본 등 글로벌 네트워크를 통한 해외 확대, ESG·지속가능 공급망 강화를 함께 내세우고 있다.","DRB오토메이션이 다루는 프레스 자동화, 로봇 핸들링 시스템, 컨베이어 라인 등과 연결해 자동화 설비 설계·로봇 통합(SI)·머신비전 경험을 강조하면 효과적이다. 산업용 고무 제조 공정의 스마트팩토리화/공정 자동화 개선 경험을 본인 역량과 연결하는 것도 좋은 타겟팅 포인트다.",동일고무벨트(주) 공식 산업용 사이트 (전동벨트·컨베이어벨트·러버트랙·면진제진) - https://www.drb-industrial.com/ | DRB오토메이션 사업분야: 로봇시스템 Handling / 프레스자동화 Destacker - http://www.drb-automation.co.kr/automation/index.php?pCode=MN0000023 | [우리가 일류 기업] 'DRB 동일' 고무벨트에서 첨단 로봇까지…혁신으로 이룬 70년 - 부산일보 https://www.busan.com/view/busan/view.php?code=20150630000003 | (주)DRB동일 지주회사 사업영역(자동차부품/로봇·자동화/헬스케어/면진제진) - https://www.drbworld.com/holding/,medium
인텍전기전자(주),"전력 송·배전 및 철도용 중전기기 제조업체로, 가공/지중선로용 개폐기·차단기·리클로저, 수배전반(고체절연 SIS/D-SIS, 가스절연 C-GIS), 철도용 직류고속도차단기, 원자력 Q-class 직류차단기, RTU·SCADA 등 전력IT 솔루션으로 매출을 낸다. 2024년 매출 약 1,501억원, 2025년 약 1,878억원 규모의 강소기업이다.","무가스·무오일 친환경 고체절연 배전·변전기기(SIS/D-SIS) 개발과 직류차단기, 마이크로그리드·지능형전력망(스마트그리드) 관련 국가 R&D를 현재진행형으로 수행하고 있다. 해외기술영업 등 채용을 통해 국내 공공사업과 더불어 글로벌 시장(상이한 국가 규격 대응 제품 개발) 진출을 확대 중이다.","DC 전력기기·Digital DC Relay 분야의 세계적 기술력을 기반으로(한국공학한림원 '대한민국 100대 기술' 선정) 친환경 절연 기술과 직류 인프라(철도·원전·신재생 연계)를 중장기 성장축으로 삼고 있다. 국제표준(IEC61850, DNP3.0 등) 대응 SCADA·제어 솔루션 내재화로 스마트그리드·해외시장 확대를 지향한다.","직류차단기·SCADA·계전기 제어 펌웨어/임베디드(마이크로프로세서 OS 자체개발), 전력기기 시험·자동화, IEC61850 기반 디지털 변전 등 전력+제어 융합 역량을 강조하면 좋다. 친환경 고체절연 신제품 개발과 해외규격 대응 설계 경험을 연결하면 타겟팅 효과가 크다.",인텍전기전자 공식 홈페이지 - https://www.entecene.co.kr/ | 인텍전기전자(주) 2025년 기업정보(매출·사업) - 사람인 - https://www.saramin.co.kr/zf_user/company-info/view/csn/TnZQMVNRalBENXgvTHkyems4a3BvZz09 | 인텍전기전자 해외기술영업 채용공고 - 잡코리아 - https://www.jobkorea.co.kr/Recruit/GI_Read/45995631,medium
안국약품(주),"전문의약품(ETC) 중심의 제약사로, 순환기계(심혈관)·호흡기계 의약품을 주력으로 매출을 낸다. 최근 외형 성장세가 뚜렷해 2026년 1분기 연결 매출이 전년 동기 대비 약 30% 증가하는 등 의약품 판매가 핵심 수익원이다.","헬스&뷰티(H&B)·화장품·피부미용·의료기기로 사업을 다각화하고 온라인 플랫폼('A-Wonder')으로 소비자 접점을 넓히고 있다. 2025년 상반기 경상연구개발비를 전년比 74% 늘려(약 96억원) 항체의약품 등 자체 신약 개발과 바이오벤처 협업(오픈 이노베이션)을 본격화했고, R&D부문에 사업개발실, 경영지원부문에 미래전략실을 신설하며 국내외 바이오·의료기기·바이오헬스 기업 투자를 검토 중이다.","'2030년 매출 5,000억원, 업계 10위권' 목표 아래 박인철 사장이 제시한 '안국 성장 휠 모델'(양질의 의약품 공급·원가율 관리·전사적 차별화·사업영역 확장)을 추진한다. 치료에서 예방·삶의 질 향상으로 영역을 넓혀 K-Health 기업으로 도약하고, KGMP 충족과 품질경쟁력 강화를 위한 공장 투자도 본격화할 계획이다.","회사가 '양질의 의약품 생산'과 KGMP 대응 공장 투자를 강조하므로, 제약 생산공정 자동화·GMP 환경의 설비 엔지니어링·품질관리(QC) 자동화 역량과 데이터 기반 공정 최적화 경험을 부각하면 좋다. 다만 안국약품의 구체적 스마트팩토리/로보틱스 도입 공시는 확인되지 않아, '생산 차별화와 원가율 개선에 기여하는 자동화'라는 전략적 연결고리로 어필하는 접근을 권장한다.","[데일리팜] ""2030년 매출 5천억 목표""...안국약품의 변신과 자신감 - https://www.dailypharm.com/user/news/334878 | [FETV] 안국약품, 자체 신약 개발 '도전' 속 R&D·지원 조직 손봤다 - https://www.fetv.co.kr/news/article.html?no=215961 | [메디코파마] [안국약품]5년 새 2배 성장…H&B 가세로 연 3000억 가시권 - https://www.medicopharma.co.kr/news/articleView.html?idxno=66032 | [데일리팜] 안국약품, 1분기만에 지난해 영업익 넘었다…160억 달성 - https://dailypharm.com/user/news/338504",medium
하이콘 주식회사,"하이콘(주)는 2008년 설립된 반도체 테스트 소켓(Test Socket) 설계·제조 전문기업으로, 반도체 검사 소켓류와 반도체 제조용 기계 판매로 매출(약 2,328억원, 사람인 기준)을 냅니다. 업종은 '그 외 기타 전자부품 제조업'으로 분류되며, 반도체 칩의 최종 검사(Test)·번인(Burn-In) 공정에 칩과 검사장비를 연결하는 정밀 소켓 부품을 국내외 반도체 업체에 공급합니다.","반도체 Test 및 Burn-In 분야의 세계 3대 한계과제를 해결한 솔루션을 국내외 특허로 확보하고 이를 기반으로 한 혁신 소켓 제품 개발을 진행 중이며, R&D·반도체·설계·품질관리 엔지니어를 꾸준히 채용하고 있습니다. 다만 HBM 등 특정 신제품 라인이나 대규모 투자에 대한 구체적 공개 정보는 부족합니다.","고정밀 IT 부품 개발을 지향하는 기술혁신형 벤처로서 특허 기반의 차세대 테스트 소켓 솔루션 고도화가 중장기 성장축으로 보이나, 구체적인 중장기 전략·IR 공개 정보는 부족합니다(공개 정보 부족).",반도체 테스트/번인 소켓이라는 정밀 부품 특성상 미세 기구설계·정밀가공·공정 자동화·검사장비 연동 경험과 신뢰성/품질(불량률·정밀도) 개선 역량을 강조하면 좋습니다. 로보틱스·자동화 지원자라면 소켓 제조 라인의 공장자동화·정밀 측정/조립 자동화 프로젝트 경험과 특허·문제해결형 R&D 마인드를 부각하면 타겟팅에 유리합니다.,하이콘(주) 2025년 기업정보 - 사람인: https://www.saramin.co.kr/zf_user/company-info/view/csn/ZHNzaUVyVE9JakwxazRwNnVwV3IzQT09/company_nm/%ED%95%98%EC%9D%B4%EC%BD%98(%EC%A3%BC) | DC TEST SOCKET - HICON 공식 홈페이지: http://www.hi-con.kr/index_kr.php | 하이콘㈜ 2026년 기업정보 - 잡코리아: https://www.jobkorea.co.kr/recruit/co_read/c/hiconkr,medium
세방리튬배터리(주),"세방전지(로케트 배터리) 계열의 리튬이온 이차전지 전문 기업으로, 리튬이온 배터리 셀·모듈·팩과 ESS(에너지저장장치)를 개발·생산·공급한다. 특히 12V 리튬배터리 모듈에서 현대차·기아 적용 제품으로 시장점유율 1위를 확보하는 등 자동차용 저전압 배터리와 상용차 모듈이 주요 매출원이다.","신규 배터리 모듈·팩 사업 강화를 위해 광주공장을 첨단 설비로 준공했고, 창원공장은 증설을 통해 2025년 연 500만 대 차량 적용분 생산능력 확보를 추진 중이다. 안양 R&D센터에 전담 연구조직을 두고 배터리셀 열폭주 방지 독점 기술과 납축전지 대체용 메인 모듈을 개발하며 관련 직무(공정기술·품질·구매 등) 채용을 진행하고 있다.","오흥섭 대표 인터뷰 기준 미국의 중국 배제 정책에 따른 공급망 다각화 기회를 노려 향후 2~3년 내 미국·유럽 현지 생산공장 가동을 목표로 한다. 저전압(LVS)·고전압(HVS) 시스템, 하이브리드 배터리 시스템 대량생산, 전기버스·전기트럭 등 전기차 사업 확대를 중장기 성장축으로 삼고 있다.","생산 자동화 라인 구축·증설(광주/창원)과 배터리 모듈·팩 양산 자동화가 핵심 화두이므로, 스마트팩토리·공정 자동화·설비 엔지니어링 역량과 셀 안전(열폭주 방지) 품질 관리 경험을 강조하면 좋다. 화학공학·기계공학 배경에 자동화 설비 운영/개선 프로젝트 경험을 연결해 어필하는 것이 효과적이다.","[더구루] 세방리튬배터리, 미국·유럽 공장 추진...中 대안 찾는 美 시장 기회 - https://www.theguru.co.kr/news/article.html?no=89074 | 세방리튬배터리 기업정보(잡코리아) - https://m.jobkorea.co.kr/company/16153393 | 세방리튬배터리 기업정보·채용(자소설닷컴) - https://jasoseol.com/companies/7431",medium
대전대학교,"대전 소재 4년제 사립종합대학으로, 한의과대학을 비롯한 다양한 학부·대학원 교육과 등록금, 정부 재정지원사업(국고보조금), 산학협력 수익을 통해 운영되는 고등교육기관이다. 교육·연구가 핵심 사업 분야다.","2025년 과기정통부 'SW중심대학' 사업에 선정되어 최대 8년간 약 150억 원 국고지원을 확보, AI·SW 융합 교육혁신 플랫폼을 가동 중이다. SW융합대학 신설과 게임공학과 등 신기술 학과 확장, 인공지능 임상연구소 신설을 추진하고 있으며, 앞서 LINC 3.0 사업(6년간 약 240억 원)도 수행 중이다.","대전시 전략산업인 BCD+R(바이오헬스·반도체(칩)·국방·로봇)과 연계한 AI·SW 융합 산업특화트랙과 마이크로디그리를 운영하며, 전 학과의 74%까지 AI·SW 융합교육을 확대하는 것을 중장기 목표로 한다. 2,400여 개 가족회사 산학협력 네트워크를 활용해 지역 산업 인력난 해소와 실무형 인재 양성에 주력한다.","대전대가 추진하는 대전 전략산업 'BCD+R' 중 로봇(R)·국방(Defense) 분야와 AI·SW 융합트랙, LINC 3.0 산학협력·캡스톤 경험을 연결해 로보틱스/자동화 역량과 지역 산학협력 기여 의지를 강조하면 효과적이다. 기업연계 캡스톤·인턴십, 가족회사 협업 프로젝트 경험을 부각하는 것이 좋다.","대전대, 2025학년도 SW중심대학 선정 - 충청뉴스 https://www.ccnnews.co.kr/news/articleView.html?idxno=372449 | 대전대·목원대 '2025년 소프트웨어 중심대학' 공모 선정 - 대전광역시청 https://www.daejeon.go.kr/drh/depart/board/boardNormalView.do?boardId=normal_0189&ntatcSeq=1483218043 | 대전대학교, 교육부 LINC 3.0 최종 선정 - 굿모닝충청 https://www.goodmorningcc.com/news/articleView.html?idxno=268575 | 대전대학교 (2025 선정) - AI·SW중심대학협의회 https://www.swuniv.kr/organization/?bmode=view&idx=164267525",high
파크시스템스(주),"나노계측 장비인 원자현미경(AFM, Atomic Force Microscope) 설계·제조·판매가 핵심 사업으로, 산업용 AFM이 전체 매출의 약 80%를 차지하며 글로벌 반도체 기업들이 공정 검사·계측 용도로 도입하고 있다. 2024년 매출 약 1,750억원을 기록했고 2014~2024년 연평균 매출 성장률이 27.9%에 달하는 고성장 강소기업이다.","HBM 하이브리드 본딩·첨단 패키징 공정의 초미세 피치 검사 수요에 대응해 AFM 기반 신규 제품군과 NX-하이브리드 백색광간섭계(WLI) 장비 매출을 확대 중이며, 2026년 5월 기준 최첨단 패키징용 AFM 장비 공급을 고객사와 논의하고 있다. 2025년 3월 스위스 Lyncee tec(린시테크) 인수로 디지털 홀로그래픽 현미경(DHM) 기술을 확보했고, 2025년 6월 경기 의왕에 391억원 규모(총자산의 14.26%) R&D·생산시설 부지를 매입해 3년에 걸쳐 분할 투자한다.","'원자현미경 1위'를 넘어 광학·계측을 포괄하는 반도체 종합 계측 장비사로 도약해 미국 KLA, 독일 자이스(ZEISS) 같은 글로벌 계측 기업으로 성장하는 것이 목표다. 차세대 인라인 AFM 표준을 겨냥한 'FX 프로젝트'와 하이브리드 WLI 플랫폼 'Interferom 프로젝트'를 추진하며 연 매출 2,000억원 돌파를 목표로 한다.","반도체 미세화·HBM 하이브리드 본딩에 따른 나노 계측 난이도 상승과 인라인 자동화 검사(FX 프로젝트)가 회사의 핵심 성장축이므로, 정밀 측정·자동화 제어·광학/메카트로닉스 또는 반도체 공정 계측 경험을 인라인 AFM 자동화 및 계측 솔루션 고도화와 연결해 강조하면 좋다.","'원자현미경 1위' 파크시스템스, 연 매출 2000억 도전 - 전자신문 https://www.etnews.com/20250321000175 | 파크시스템스 ""원자현미경 넘어 반도체 종합계측 장비사 도약"" - 전자신문 https://www.etnews.com/20250414000245 | 파크시스템스, ""최첨단 패키징서 연내 성과 기대…AFM 장비 공급 논의"" - ZDNet Korea https://zdnet.co.kr/view/?no=20260529172052 | 파크시스템스, 391억원 규모 의왕 연구개발·생산시설 부지 매입 결정 - DBRITZ https://www.dbritz.kr/GeneralNews/ | [Company Watch] '수요 확대' 파크시스템스, 신규 제품군 매출 기여 - 더벨 https://www.thebell.co.kr/free/content/ArticleView.asp?key=202508111503564320108626",high
(주)인피닉,"AI 학습용 데이터의 수집·가공·라벨링·검증을 핵심으로 하는 인공지능 데이터 전문기업으로, 특히 자율주행과 컴퓨터 비전 영역에서 강점을 가진다. 비전 카메라, 라이다, 적외선/열화상 등 멀티센서 데이터 수집 차량을 직접 운영하며, DataOps 기반 AI 개발 플랫폼 'AI-Studio'와 더불어 2005년부터 축적한 소프트웨어 테스트·검증(QA) 사업으로 매출을 낸다.","국방 AI를 핵심 신사업으로 추진 중이며, 방위사업청 '방산혁신기업100'에 선정되어 유·무인 복합 전술차량 데이터를 실시간 분석하는 지휘결심 시스템(AETEM)을 개발하고 있다. 또한 인공지능 연구소를 약 260평 규모로 확장 이전해 R&D 투자를 늘리고 있으며, Agent AI 연구개발·멀티모달 AI 개발 엔지니어·AI 솔루션 현장기술지원 등 AI 중심 직무 채용을 진행 중이다.",자율주행 데이터 역량을 기반으로 멀티모달 AI와 피지컬 AI(현실 데이터 기반 인지·판단·행동) 영역으로 사업을 확장하려는 방향성을 보인다. 과기부 '우수기업연구소' 선정을 발판으로 데이터 수집-가공-검증의 통합 프레임워크 경쟁력을 강화하고 국방·자율주행 등 고부가 영역에서 중장기 성장을 모색한다.,"자율주행/멀티센서(라이다·카메라·열화상) 데이터 처리, 센서 퓨전, 라벨링 자동화 및 DataOps 파이프라인 구축 경험을 강조하면 좋다. 로보틱스/자동화 지원자라면 피지컬 AI를 위한 실세계 데이터 수집·검증과 유·무인 복합체계(국방 AI) 같은 자율 시스템 데이터 처리 역량을 연결하는 것이 효과적이다.","DATA FOR AI, AI FOR DATA INFINIQ (회사 소개) - https://infiniq.co.kr/ko/about.php | 인피닉, 인공지능 연구소 확장이전…R&D·신사업 강화 (보도자료) - https://infiniq.co.kr/news/pr/detail?noticeSeq=197 | 인피닉 채용 - 진행 중 채용정보(잡코리아) - https://m.jobkorea.co.kr/company/1744898/recruit",medium
(주)풍산시스템,"1991년 설립된 경기 안산 소재 중견기업으로, 연료탱크압력센서·유량유압센서·스피드센서·TPS센서 등 자동차 전장(센서류) 부품 제조가 주력 매출원이다. 함께 성능·내구성 검사장비와 디스플레이(LCD/PDP) 제조용 설비, 정밀측정기기도 생산하며 현대자동차그룹 자동차부품산업대상을 수상했다.","자동차 전장에서 이차전지(배터리) 제조공정 장비 및 핵심 산업 자동화 설비 개발·제조로 사업을 확장 중이며, LG에너지솔루션 설비품질 최우수 협력사로 선정될 만큼 배터리 장비 분야에서 입지를 넓히고 있다. 채용 포털 기준 다수의 공고가 상시 진행되고 있으며 자동화 전용기계, 간이로봇, 재료공급·이송장치 등 시스템 분야 인력을 확보하고 있다.","전동화(전기차) 부품과 이차전지 신소재·제조장비를 축으로 성장 동력을 전환·다각화하는 흐름이며, 모회사 풍산그룹 차원에서도 전기차 부품·이차전지 신소재·정밀센서 방산 등으로 포트폴리오를 심화하고 있다. 다만 풍산시스템 단독의 구체적 중장기 IR·투자계획은 공개 정보가 부족하다.","자동차 센서/전장 설계·검사장비 경험과 더불어 이차전지 제조공정 자동화 설비, 전용기계 주변장치(이송·공급), 간이로봇 통합 역량을 강조하면 좋다. 센서 성능·내구성 시험 데이터 분석과 LG에너지솔루션 등 고객사 설비품질 대응 경험을 연결하면 타겟팅 효과가 크다.","(주)풍산시스템 2026년 기업정보 - 사람인, https://www.saramin.co.kr/zf_user/company-info/view/csn/czBJc3E1d3lBUFF3ZkU5S0tnN0svUT09 | 풍산그룹 - 나무위키, https://namu.wiki/w/풍산그룹 | (주)풍산시스템 채용 진행 공고 - 사람인, https://www.saramin.co.kr/zf_user/company-info/view-inner-recruit/csn/czBJc3E1d3lBUFF3ZkU5S0tnN0svUT09",medium
태영산업(주),"경남 밀양 삼랑진에 위치한 담배필터 전문 제조 중소기업으로, 튜브·캡슐·지관·삼중복합·쓰레드·복합필터 등 다양한 담배필터 제품 생산이 핵심 매출원이다. 2014년 신공장 흡수합병으로 국내 최대 규모의 담배필터 공장을 보유하고 있으며, 부수적으로 태양력(태양광) 발전 사업도 영위한다. 연 매출은 약 950억~1,700억 원대(출처별 상이), 직원 약 370~385명 규모다.","2025년 현재 '사세확장'을 내걸고 담배필터 생산기사, 자동화 기계 설계, 공무, 제품개발 등 다수 포지션을 대규모 채용 중이며 생산 라인 증설·자동화 투자가 진행 중인 것으로 보인다. 2011년 설립한 자체 담배필터 연구소를 통해 신제품 필터와 필터 제조 설비를 동시에 개발하고 있다. 태양광 발전도 보유 사업 중 하나다.","캡슐필터·복합필터 등 고부가 기능성 필터 개발과 자체 제조설비 내재화를 통한 기술 차별화, 그리고 수출 확대(2014년 수출 천만불탑 달성 이력)가 중장기 성장축으로 보인다. 다만 구체적 중장기 전략에 대한 공개 IR·공시 자료는 부족하다.","자체 연구소에서 '담배필터 제조 설비'를 직접 개발하고 자동화 기계 설계 인력을 채용 중이라는 점을 활용해, 생산라인 자동화 설계·설비 내재화·공정 효율화 경험과 기계설계(CAD/PLC/제어) 역량을 강조하면 좋다. 24시간 2교대 대량생산 환경에 맞춘 설비 안정화·자동화 개선 관점의 어필이 효과적이다.",태영산업(주) 공식 홈페이지 - http://www.tytf.co.kr/sub01/01_01.php | 태영산업(주) 2025년 기업정보 | 사람인 - https://www.saramin.co.kr/zf_user/company-info/view/csn/SGtSZTlnMHRRSWFLOHhrZlNiV3pXdz09 | 사세확장 생산기사(15명) 모집 - 밀양시 일자리지원센터 - https://jobs.miryang.go.kr/nmprogram/work_miryang/default.php?mod=o&idx=8889 | 태영산업주식회사: 사세확장 - 담배필터 생산 기사 모집 | 더팀스 - https://www.theteams.kr/recruit/wanted/486105,medium
시너스텍(주),"반도체·디스플레이 팹과 스마트팩토리용 물류자동화 장비(OHT, AGV, Stocker 등)를 설계·제조·공급하는 토털솔루션 기업으로, 1997년 물류자동화 사업 진출 후 2007년 반도체용 300mm OHT를 개발했다. 2024년 기준 매출 약 3,063억원 규모의 특수목적용 기계 강소기업이다.","이차전지(2차전지) 제조 공정에 특화된 AGV·OHT·Stocker 라인업을 확보하고 공급 물량을 빠르게 늘리는 중으로, 이차전지 장비 매출 비중이 10% 미만에서 30% 수준까지 확대됐다. 국내 배터리 업체의 북미·유럽 진출에 대응해 미국·폴란드·헝가리·인도네시아 등 해외 거점을 신설하며 현지 근접 지원 체계를 구축하고 있다.",디스플레이·반도체 기반 위에 AI 기반 종합 물류자동화(Industry 4.0/스마트팩토리)와 이차전지 장비를 핵심 성장축으로 삼아 글로벌 거점 확장을 추진하고 있다. 다만 2025~2026년 구체적 신규 투자·중장기 전략 수치는 공개 정보가 제한적이다.,"반도체 팹 자동화 물류(OHT/AGV/Stocker)와 이차전지 공정 자동화 경험, AI 기반 스마트팩토리·로봇 이송 제어/통합(MCS) 역량을 강조하고, 글로벌(북미·유럽) 현지 셋업·유지보수 대응 경험을 어필하면 좋다.","시너스텍 공식 홈페이지 회사소개 - http://www.synustech.com/html/sub_1_1.php | 시너스텍 올해만 해외거점 4곳 확대…'이차전지 시대' 올라탄다 - 파이낸셜뉴스 https://www.fnnews.com/news/202212221807342429 | 시너스텍, 폴란드 등 해외거점 확장 '이차전지 방점' - 네이트 뉴스 https://news.nate.com/view/20220406n07030 | 시너스텍(주) 기업정보 - NICE기업정보 https://www.nicebizinfo.com/ep/EP0100M002GE.nice?kiscode=JC2321",medium
(주)디알텍,"2000년 설립된 의료용 디지털 엑스레이 전문기업으로, 평판형 디지털 엑스레이 디텍터(직접/간접 방식)를 핵심으로 매출을 낸다. 디텍터 핵심부품 사업에서 맘모그래피(FFDM)·일반촬영·수술용 C-arm(EXTRON) 등 엑스레이 시스템 완제품으로 영역을 확대했으며 해외 매출 비중이 약 80%에 달한다.","핵심부품(맘모 디텍터)에서 고부가가치 맘모그래피 시스템 등 시스템 완제품 사업으로 확장 중이며, 2025년 9월 FI로부터 50억원 투자를 유치해 디텍터·시스템 시너지를 가속하고 있다. 치과용 포터블 엑스레이의 美 FDA 인증을 획득해 북미·유럽 진출을 추진하고, RSNA 2025에서 AI 영상처리·저선량(TRUDigital, RNR) 솔루션을 선보였다. 2025년 채용에서 테스트 엔지니어(생산기술), HW개발(산업용 제품), 연구기획 등을 모집했다.","'진단영상 솔루션의 글로벌 챔피언'을 비전으로, AI 영상처리(인체조직·수술도구 구분)와 저선량 기술을 시스템에 내재화해 프리미엄 시장을 공략한다. 미국 동물용(베터리너리) 디텍터 시장 1위(점유율 30%+)를 기반으로 한 글로벌 시장 확대와 CE/FDA 인증을 통한 시스템 수출 확대가 중장기 성장축이다.","엑스레이 디텍터·시스템의 실시간 영상처리, 노이즈 저감(RNR), AI 기반 영상 세그멘테이션, 저선량 최적화 등 임베디드·신호처리·HW 엔지니어링 역량을 강조하면 적합하다. 의료기기 인증(FDA/CE) 대응 경험과 디바이스 테스트·생산기술 자동화 경험을 연결하면 차별화된다.","디알텍, RSNA 2025서 프리미엄 차세대 'AI·저선량' 혁신 솔루션 주목 - 의학신문, https://www.bosa.co.kr/news/articleView.html?idxno=2265335 | 디알텍, FI로부터 50억 투자유치…'디텍터·시스템 시너지 박차' - 머니투데이, https://www.mt.co.kr/thebio/2025/09/12/2025091213342839620 | 디알텍, 치과용 포터블 엑스레이 美FDA 인증 획득 - 팜이데일리, https://pharm.edaily.co.kr/News/Read?newsId=01387446642069208 | 디알텍 - 위키백과, https://ko.wikipedia.org/wiki/디알텍",high
