name,main_business,new_business,future,targeting_point,sources,confidence
(주)클리오,"국내 최초 색조 메이크업 전문 브랜드 '클리오'를 비롯해 페리페라(색조), 구달(스킨케어), 더마토리(민감성), 힐링버드(헤어), 타입넘버 등 멀티 브랜드 화장품의 기획·판매·유통으로 매출을 내는 뷰티 기업이다. 제품 생산은 코스맥스, 한국콜마, 씨앤씨인터내셔널 등 OEM/ODM에 위탁하는 브랜드·마케팅 중심 구조다. 2025년 상반기 매출 1,645억원으로 전년 대비 11.4% 감소하며 주력 화장품 사업이 역성장 국면에 있다.","건강기능식품 자회사 '클리오라이프케어'를 신성장 동력으로 키우고 있으며, 2025년 3분기 분기 매출 25억원으로 전년 대비 약 80% 성장했다. 해외에서는 페리페라·구달을 미국 타겟(Target.com)에 입점시키는 등 미국·일본·유럽으로 채널을 확대 중이다. 색조 중심에서 기초(스킨케어)로 카테고리를 넓히는 전략도 현재진행형이다.",중장기적으로 일본·중국 의존도를 낮추고 미국·동남아·유럽으로 글로벌 매출처를 다변화하는 것이 핵심 전략이다. 색조 강자 이미지를 넘어 스킨케어와 건강기능식품(이너뷰티)으로 사업 포트폴리오를 넓혀 성장통을 극복하려 한다. 안정적·장기적 성장과 투명한 지배구조 기반의 기업가치 극대화를 IR 기조로 제시하고 있다.,"클리오는 자체 제조공장이 없는 OEM/ODM 기반 브랜드사이므로 생산라인 로보틱스보다는 물류센터 자동화(AGV/AMR, 자동 피킹·포장), 수요예측 기반 SCM 최적화, 글로벌 멀티채널 출고 자동화 역량을 강조하는 것이 적합하다. 다브랜드·해외 확장에 따른 물류 효율화와 데이터 기반 공급망 엔지니어링 경험으로 연결하면 타겟팅이 효과적이다.","[기업분석] 클리오 상반기 매출 1645억…전년比 11.4%↓ - 뷰티누리, https://www.beautynury.com/news/view/108910/cat/10 | 클리오, 건강기능식품 자회사 '클리오라이프케어' 성장 본격화 - 뉴스와이어, https://www.newswire.co.kr/newsRead.php?no=1023679 | [코스모닝] 클리오, 미국 타겟닷컴 진출, https://cosmorning.com/news/article.html?no=44949 | (주)클리오 2026년 기업정보 (생산 OEM/ODM 구조) - 사람인, https://www.saramin.co.kr/zf_user/company-info/view/csn/TWNRWkMzdXRWOVpiYTFaZzNrMmppUT09",medium
(주)카스,"1983년 설립된 국내 전자저울·계량 분야 1위 기업으로, 전자저울·로드셀·스트레인게이지·인디케이터 등 계측기 제조·판매가 핵심 매출원이며 국내 전자저울 시장의 약 70%를 점유한다. 센서·계량·계측 기술을 기반으로 상업용·산업용 계량시스템을 공급하며 해외 13개 지법인을 통해 전 세계 120여 개국에 수출한다.","2024년 11월 협동로봇 전문기업 뉴로메카와 전략적 협력 MOU를 체결하고, 카스가 뉴로메카 협동로봇의 기술지원·마케팅·사업화를 맡아 자동화·스마트팩토리 협동로봇 SI(시스템통합) 사업을 공동 추진 중이다. 자사 센서·계량 기술과 협동로봇을 결합해 인력난을 겪는 중소·대형 제조기업 대상 자동화 솔루션을 발굴하고 있다.","고품질 센서 데이터 수집과 빅데이터 기반 이력관리를 핵심으로 하는 스마트팩토리 엔지니어링을 중장기 성장축으로 삼고 있으며, 협동로봇 SI 사업을 발판으로 국내외 시장 확장을 추진한다고 김태인 대표가 밝혔다. 계량·계측이라는 본업 강점을 자동화·로보틱스 융합 솔루션으로 확장하는 전략이다.","계량·센서 데이터를 협동로봇·스마트팩토리 SI와 연결하는 경험(로봇 통합, 센서 신호처리, 빅데이터 기반 공정관리)을 강조하면 좋다. 뉴로메카 협동로봇 연동, 로드셀/인디케이터 등 계측 시스템 자동화 프로젝트 경험과 글로벌 제조 현장 적용 역량을 부각하는 것이 효과적이다.","카스, 뉴로메카와 협동로봇 분야 MOU…스마트팩토리 SI 협동로봇 발굴 - 뉴스1, https://www.news1.kr/industry/general-industry/5612887 | 카스, 뉴로메카와 협동로봇 분야 협력 강화 업무협약 - 한국경제, https://www.hankyung.com/article/202411277278O | CAS|카스 회사소개·스마트팩토리, https://www.cas.co.kr/company/intro.jsp",medium
(주)에이텍,"2017년 LG CNS 금융자동화(ATM) 사업부를 인수해 설립된 '자동화 플랫폼' 전문기업으로, ATM·정산기(TCR)·키오스크 등 금융자동화기기 제조가 핵심 매출원이다(ATM 및 관련 제품이 매출의 약 54% 차지, 2024년 매출 약 459억원). 이와 함께 유통매장용 리테일 솔루션, 전자라벨(ESL), 무인안내시스템으로 사업을 넓히고 있다.","2025년 6월 AI 로봇기업 코가로보틱스와 MOU를 맺고 경량 AI 기반 지폐 인식 솔루션, 수어·음성 대화형 키오스크, 자율주행·제어 기술을 적용한 'AI 키오스크 로봇'을 공동 개발·사업화 중이다. 또한 AI·빅데이터로 백화점·대형마트 등 유통매장 업무를 자동화하는 리테일 솔루션과 건설근로자 인력관리(Smart Tech) 솔루션을 추진하고 있다.","중장기적으로는 금융자동화기기의 글로벌 시장 점유율 확대(2025년 2천만 달러 수출의 탑 수상, 미국 법인 추진)와 스마트시티·공항·병원 등으로의 통합 자동화 솔루션 확장을 목표로 한다. 코가로보틱스와 인천국제공항 서비스 로봇 프로젝트 등 대규모 사업에 공동 대응하며 'AI 키오스크 로봇'을 미래 성장축으로 키우고 있다.","자율주행·제어, 임베디드 HW 제어, AI 비전(지폐/객체 인식), 키오스크·서비스 로봇 통합 시스템 경험을 강조하면 '코가로보틱스 협력 AI 키오스크 로봇' 신사업과 직접 연결된다. 금융/공공기관용 무인기기의 신뢰성·정밀 메카트로닉스 설계와 자동화 플랫폼 통합 역량을 부각하는 것이 효과적이다.","에이텍, 코가로보틱스와 AI 지폐 인식·키오스크·로봇 분야 전략적 협력 MOU 체결 - 아시아경제, https://view.asiae.co.kr/article/2025061314044343114 | 에이텍, 금융자동화 기기 중심으로 사업 재편…해외 공략 - 한국경제, https://www.hankyung.com/article/202411080443i | (주)에이텍 공식 홈페이지(사업 솔루션·제품·신사업), https://www.atec.kr/atec/main/main.html | (주)에이텍 2026년 기업정보(매출·사업구성) - 사람인, https://www.saramin.co.kr/zf_user/company-info/view/csn/TUNIRnZsR2Q0ZG4xb01KMkJDM3FVUT09",medium
(주)프로텍,"반도체 후공정 패키징 장비 전문 기업(코스닥 053610)으로, 칩과 기판 접합 공정에 쓰이는 고정밀 디스펜서(에폭시/레진 정량 토출) 장비가 핵심 매출원이다. 다이본더, 뉴메틱(공압) 부품 사업도 함께 운영하며 삼성전자, SK하이닉스, TSMC, 앰코, ASE 등을 고객사로 둔다.","차세대 패키징용 레이저 본딩/리플로우(LAB) 장비를 신성장 동력으로 키우고 있으며, 기존 OSAT 독점계약 해제로 TSMC 등 고객 다변화가 진행 중이다. 또한 다이본더, 마이크로 솔더블 어태치, MicroLED 칩 전사, 전자파 차폐(EMI) 공정 장비, 그리고 반도체용 물류설비(AGV) 등으로 포트폴리오를 적극 확장하고 있다.",레이저 본딩 장비 매출 비중을 약 5%에서 30%까지 끌어올리고 레이저 소스를 자체 개발해 수직계열화·원가경쟁력을 확보하는 것이 핵심 전략이다. TSMC의 사상 최대 시설투자와 삼성전자 용인 클러스터 300조원 투자 등 고객사의 공격적 증설이 중장기 성장 모멘텀으로 작용할 전망이다.,"반도체 후공정 물류설비(AGV/OHT) 및 레이저 본딩 장비의 자동화·정밀 제어 경험을 강조하면 좋으며, 디스펜싱 정량 토출의 정밀도·속도·패턴 제어와 같은 모션/광학 엔지니어링 역량이 직무 적합성을 높인다. 레이저 소스 내재화 추진과 연계해 광학·열전달·로봇 통합 시스템 설계 경험을 어필하는 것이 효과적이다.","[영상] TSMC도 탐내던 프로텍의 그 장비, 이제 팔 수 있다 - 디일렉 https://www.thelec.kr/news/articleView.html?idxno=21423 | [스몰캡+] 프로텍, 공격적 투자 나선 삼성전자·TSMC와 행복한 동행 - 인포스탁데일리 https://www.infostockdaily.co.kr/news/articleView.html?idxno=190710 | (주)프로텍 - 코머신 판매자/제품 소개 https://www.komachine.com/ko/companies/protec | 프로텍(A053610) Snapshot - FnGuide Company Guide https://comp.fnguide.com/SVO2/ASP/SVD_Main.asp?gicode=A053610",high
(주)하이비젼시스템,"스마트폰용 초소형 카메라 모듈(CCM)의 자동 검사장비와 영상평가장치 개발·제조가 주력으로, LG이노텍·삼성전자 및 Sony, Sharp, Foxconn 등 글로벌 카메라모듈 업체에 납품한다. 여기에 ToF/LiDAR 등 3D 센싱과 0.5μm급 고정밀 AOI(자동광학검사) 비전 솔루션이 핵심 매출원이다.","2022년부터 진출한 2차전지 사업이 빠르게 확대 중으로, 2026년 6월 북미 AI 데이터센터향 ESS 배터리팩 조립 생산라인을 약 950억원 규모로 수주(2차전지 진출 후 최대 단일 계약)했다. 검사장비·공정/조립 장비·자동화 설비를 일괄 공급하며, AI 딥러닝 기반 바이오(주사기 등) 검사 설비로 COPHEX 2026에 참가하는 등 바이오 자동화로도 확장 중이다.","카메라 검사 단일 기업에서 2차전지·반도체·바이오를 아우르는 복합 비전·자동화 장비기업으로 변신 중이며, ESS 추가 라인 수주에 역량을 집중하겠다고 밝혔다. AI 딥러닝과 3D 센싱 기술 내재화를 바탕으로 이차전지·반도체·바이오를 중장기 성장 동력으로 보고 있다.","머신비전·AOI·딥러닝 영상분석 역량과 2차전지/ESS 생산라인용 검사·조립·자동화 설비 통합 엔지니어링 경험을 강조하면 좋다. ToF/LiDAR 등 3D 센싱, 고속·고정밀(0.5μm급) 광학계, 자동화 설비 설계·제어 경험은 회사의 사업 확장 방향과 직접 맞닿는 타겟팅 포인트다.","하이비젼시스템, 카메라 모듈 검사장비 매출 확대 - 이데일리, https://www.edaily.co.kr/news/read?newsId=01456326625967360 | 하이비젼시스템, ESS 배터리팩 조립 생산라인 수주(약 950억원) - 뉴스핌, https://www.newspim.com/news/view/20260617000451 | 하이비젼시스템, AI 기반 바이오 검사 설비로 COPHEX 2026 참가 / '복합 장비기업으로 변화' - 인사이트코리아, https://www.insightkorea.co.kr/news/articleView.html?idxno=202246",high
(주)위니텍,"1997년 설립된 대구 소재 IT 기업으로, 재난·안전 분야 통합관제시스템(119 긴급신고접수·지령관제·관제업무지원 솔루션) 구축과 유지보수가 핵심 매출원이다. 국내 최초 통합 119 신고대응 시스템을 독자 개발해 전국 소방청·소방본부의 긴급구조 시스템 표준화 구축을 다수 수행했으며, 스마트시티 통합플랫폼 SAFUS(세이퍼스)도 주력 제품이다.",현재 119 긴급신고 접수에 AI를 접목한 'AI 기반 차세대 119 신고접수 시스템'을 충남소방본부 등에 구축하며 AI 전환을 본격화하고 있다. 또한 베트남 다낭시 ODA 사업 등 스마트 도시재난대응 시스템의 해외(글로벌) 진출을 진행 중이다.,"재난·안전 노하우에 AI·ICT를 결합한 차세대 긴급대응 시스템과 스마트시티 솔루션 고도화를 중장기 성장축으로 삼고 있다. R&D, 글로벌 ODA·수출 확대를 통해 공공안전 통합관제 플랫폼 사업을 넓히는 전략을 추진하고 있다.","로보틱스/자동화/엔지니어링 직군 지원자라면, 실시간 센서·영상·IoT 데이터를 통합 관제·지령으로 자동화하는 시스템 설계 역량과 AI 기반 신고 분류·상황인지 자동화 경험을 강조하면 좋다. 다만 위니텍은 물리적 로봇 제조사가 아니라 재난관제 SI·소프트웨어 기업이므로, 미션크리티컬 시스템의 신뢰성·실시간 처리·관제 자동화 관점으로 어필하는 것이 적합하다.","사람을 위한 테크놀로지-(주)위니텍 공식 홈페이지 (재난안전/스마트시티 사업소개) https://www.winitech.com/ | 119에 AI 접목하는 소방 IT기업들…대구 위니텍의 30년 노하우 (위니텍 언론보도, 2026-05-26) https://www.winitech.com/w/goMenu.do?menuId=nw_003_001&bbsId=news_kr | 충남 소방본부, 'AI 기반 차세대 119 신고 접수 시스템' 구축 (위니텍 언론보도, 2026-02-05) https://www.winitech.com/w/goMenu.do?menuId=nw_003_001&bbsId=news_kr",medium
(주)삼성글로벌리서치,"대한민국의 민간 싱크탱크 겸 전략연구기관으로, 옛 삼성경제연구소(SERI)가 2022년 사명을 변경한 회사다. 국내외 거시경제·산업·기술·금융 조사연구와 삼성 그룹·계열사 대상 경영진단·전략 컨설팅이 핵심 사업이며, 대주주가 삼성전자·삼성SDI·삼성전기 등 계열사로 그룹 내 자문이 주된 매출원이다.","2025년 채용에서 우주/항공, 바이오/헬스케어, 금융 산업 분야 산업·전략 연구원과 자본시장법·기업재무 분석 연구원을 모집해, 우주·항공 및 바이오 등 신성장 산업 리서치 역량을 강화 중이다. 또한 삼성그룹의 AI 전환(AX) 전략과 연계한 산업·기술 분석을 확대하고 있다.","삼성그룹이 추진하는 'AI 드리븐 컴퍼니' 전환, 6G·바이오·우주항공 등 미래 IT/신산업 선점 전략을 뒷받침하는 선행 산업·기술 리서치와 정책 제언이 중장기 성장축이다. 다만 회사 자체의 독립적 미래 전략 공개 정보는 부족하다.",로보틱스/자동화 지원자는 삼성그룹의 제조 자동화·AX(AI 전환) 흐름과 우주항공·바이오 등 신산업 기술 트렌드를 연결한 산업 분석 역량을 강조하면 좋다. 엔지니어링 전문성을 '기술-산업-경영전략'으로 풀어내는 리서치 관점(예: 로봇/자동화가 산업 경쟁력에 미치는 영향 분석)을 어필하는 것이 적합하다.,삼성글로벌리서치 - 위키백과 https://ko.wikipedia.org/wiki/삼성글로벌리서치 | 삼성글로벌리서치 분야별 연구원 채용 - 잡코리아 https://www.jobkorea.co.kr/Recruit/GI_Read/46212868 | 삼성전자 DX 전략협의회 개최…AX·사업재편으로 수익성 회복 - 파이낸셜뉴스 https://www.fnnews.com/news/202606171421127019,medium
㈜다인정공,"공작기계용 툴링시스템(절삭공구, 초경공구, 툴홀더, cBN/PCD 등)을 제조·공급하는 중견기업으로, 국내 툴링시스템 시장 점유율 약 25%의 1위 업체다. 자동차·전자·기계 등 전방산업에 납품하며 매출의 50% 이상을 79개국 수출로 창출하고 연 매출 약 2,300억원 규모다.","2018년 'DINE Robotics'를 출범시켜 협동로봇/산업용 로봇 사업으로 확장 중이며, 두산로보틱스의 한국 공식 유통파트너이자 레인보우로보틱스 대리점으로 활동하고 로봇시스템사업부 인력을 확충했다. SIMTOS 2024에서 머신텐딩·식품·도장 등 로봇 기반 생산 자동화 SI 애플리케이션을 직접 시연했다.","CEO는 ""대기업(두산로보틱스 등)과 협력해 로봇 유통업에 먼저 진출한 뒤 자체 기술로 직접 제조""하는 로드맵을 제시했으며, 협동로봇을 핵심 미래 신사업으로 육성하고 있다. 기존 툴링·절삭가공 역량과 로봇 자동화를 결합한 스마트 제조·자동화 솔루션이 중장기 성장축으로 보인다.",머신텐딩·도장 등 공작기계 연계 로봇 SI 자동화 역량과 협동로봇(두산·레인보우) 운용·통합 경험을 강조하면 로봇시스템사업부 타겟팅에 유리하다. 절삭가공/툴링 도메인 지식과 로봇 자동화를 잇는 '제조 현장 자동화 엔지니어링' 관점을 어필하는 것이 효과적이다.,"다인정공 '툴링시스템 1위'…""협동로봇 개발"" - DINE 뉴스 https://dine.co.kr/en/sub/promotion/news/view.asp?b_idx=786 | 두산로보틱스와 손잡은 다인정공 - MFG 매거진 http://www.mfgkr.com/news/articleView.html?idxno=7521 | [SIMTOS 2024] 다인정공, 로봇 통한 생산 자동화 직접 선보여 - 여기에뉴스 https://yeogienews.com/today/269596",medium
(주)제이스로보틱스,"제이스로보틱스(JAS Robotics, 1995년 설립, KOSDAQ 상장, 임직원 약 280명, 매출 약 720억 원)는 이차전지(Battery Cell)·디스플레이·반도체·바이오 4대 산업을 대상으로 한 제조 자동화·검사 장비 전문기업입니다. 제어시스템, 검사시스템, 공정개발, 시스템 통합(SI) 등 자체 R&D 역량을 기반으로 고객사 양산 라인에 들어가는 자동화 설비를 공급해 매출을 냅니다.","공식 사이트상 이차전지 분야에서 셀 개발(Cell Development)과 검사시스템(Inspection System)을 독립 R&D 영역으로 명시해 배터리 셀 제조·검사 자동화에 투자 중인 것으로 확인됩니다. 다만 구체적인 신규 투자 규모, 대규모 채용 공고, 신사업 발표 등은 객관적 출처에서 확인되지 않아 공개 정보 부족입니다.","기존 이차전지·디스플레이·반도체·바이오 영역을 넘어 ""시스템화된 스마트 팩토리의 스마트 장비 기업""으로 발전하겠다는 비전을 제시하고 있습니다. 즉 단일 공정 장비를 넘어 자동화·검사 솔루션을 통합한 스마트 제조 장비 사업 확장을 중장기 전략으로 내세우고 있습니다.",이차전지/반도체 양산 라인의 검사시스템·제어시스템·시스템 통합(SI) 경험과 머신비전·자동화 설비 설계 역량을 강조하면 적합합니다. 멀티 산업(전지·디스플레이·반도체·바이오)에 적용 가능한 범용 자동화·검사 기술과 스마트 팩토리 연동(데이터·제어) 경험을 부각하는 것이 좋습니다.,(주)제이스로보틱스 공식 홈페이지 - https://jasrobotics.co.kr/ | 제이스로보틱스(090470) 개요 - 밸류라인 - https://www.valueline.co.kr/finance/summary/090470 | (주)제우스로보틱스 기업정보(유사 사명 식별 참고) - 사람인 - https://www.saramin.co.kr/zf_user/company-info/view/csn/VEUzdVNreWNiRDR6R2x4N0FQK2drdz09,low
(주)펨트론,"2002년 설립·2022년 코스닥 상장한 3D 정밀공정 검사장비 전문기업으로, 2D/3D 비전광학과 AI 딥러닝 기술을 결합한 검사장비를 제조·판매한다. 매출의 핵심은 PCB 부품·솔더 결함을 검사하는 SMT 검사장비이며, 반도체 후공정(와이어본딩 ZEUS, 메모리모듈 MARS, 웨이퍼 8800WIR) 및 이차전지 검사장비로 사업을 확장하고 있다.","현재 진행형 신사업의 핵심은 HBM(고대역폭메모리)용 3D 검사장비 '8800WIR'로, 국내 업체와 퀄테스트를 진행 중이며 기존 제품 대비 단가가 2배 이상 높아 수익성 개선이 기대된다. 또한 AI 반도체·전기차 수요 증가에 따라 Wafer Bump·Wire Bonding 검사장비, 이차전지 배터리셀 검사장비 수주를 확대하고 있다.","반도체 검사 부문 매출 비중을 2020년 11.9%에서 끌어올려 2026년에는 50%를 넘겨 기존 SMT 사업을 처음으로 역전시키는 것을 목표로 한다. HBM 적층 증가에 따른 미세공정 검사 수요 확대와 국산 장비 채택 기조, 2030년 3,500억 달러 규모로 성장하는 이차전지 시장을 중장기 성장 동력으로 삼고 있다.","3D 머신비전·광학검사, AI 딥러닝 기반 결함 검출, 정밀 측정 자동화 검사 시스템 경험과 HBM·반도체 패키징 공정 이해를 강조하면 좋다. 하드웨어와 SW를 통합한 검사 솔루션 개발 역량 및 고객사 퀄테스트·장비 셋업 경험을 어필하면 타겟팅에 유리하다.","[반도체 검사장비] 적자 전환 펨트론, HBM 장비로 돌파구 마련 - 딜사이트: https://dealsite.co.kr/articles/139234/068020 | 펨트론, 미국 반도체 M사에 장비 공급…HBM 검사장비도 기대감 - 이투데이: https://www.etoday.co.kr/news/view/2478866 | 펨트론, '반도체 전공정' 3D검사장비 '출사표' - 전자신문: https://www.etnews.com/20221108000255 | 펨트론 기업정보 - IRGO: https://m.irgo.co.kr/IR-COMP/168360",medium
(주)아이씨디,"아이씨디(ICD, 코스닥 040910)는 LCD·OLED 디스플레이 제조 공정용 건식 식각(HDP/ICP Dry Etcher) 장비와 OLED 증착 공정에 쓰이는 진공물류장비(VTM 등)를 개발·공급해 매출을 내는 디스플레이 장비 전문기업이다. 2001년 국내 최초 TFT-LCD Dry Etcher를 개발했고, LCD·OLED의 구동회로 및 터치센서 박막 식각 공정에서 높은 국산화 기술력을 보유한다.","현재 OLED가 스마트폰 중심에서 IT(노트북·태블릿)·TV·차량용으로 확대되고 LTPO 차세대 공정이 표준화되며 HDP Etcher와 진공물류장비 수요가 늘고 있다. 이에 힘입어 2025년 3분기 누적 연결 매출이 전년동기 대비 69.9% 증가, 영업이익 흑자전환했고, LG디스플레이와 약 251억원 규모 FPD 제조장비 공급계약을 체결하는 등 OLED 투자 사이클 수혜를 받고 있다.",중장기적으로 8.6세대 IT OLED 라인 등 글로벌 패널업체의 LTPO·고부가 OLED 투자 확대에 맞춰 식각·진공물류 장비 포트폴리오를 키우는 것이 핵심 전략이다. 또한 플라즈마 기반 기술 역량을 바탕으로 디스플레이를 넘어 반도체 미세공정 장비로의 사업 다변화 가능성이 거론된다(반도체 신사업의 구체적 투자·매출 규모는 공개 정보 부족).,고밀도 플라즈마(HDP/ICP) 식각·진공 챔버·반송 자동화(진공물류장비/로보틱스) 경험과 진공·플라즈마·반도체 공정 이해를 강조하면 좋다. OLED 양산라인의 자동화·신뢰성 향상 및 LTPO 등 차세대 공정 대응 역량을 자신의 프로젝트와 연결해 어필하는 것이 효과적이다.,DRY Etcher | 사업분야 | 아이씨디 - https://www.icd.co.kr/business/dry_etcher.html | 아이씨디 주가 벌떡... LCD 강자에서 OLED 핵심 장비 기업 도약 (핀포인트뉴스) - https://www.pinpointnews.co.kr/news/articleView.html?idxno=382160 | 아이씨디(A040910) Snapshot 기업정보 (FnGuide Company Guide) - https://comp.fnguide.com/SVO2/asp/SVD_Main.asp?gicode=A040910,medium
(주)티에스아이,"2차전지(배터리) 전극 공정의 첫 단계인 '믹싱(Mixing) 시스템'을 설계·제작·공급하는 특수목적용 기계 제조 기업입니다. 분체공급장치로 활물질을 계량하고 믹서로 슬러리를 만드는 라인 전체를 턴키로 납품하며, LG에너지솔루션·삼성SDI·SK온 등 국내외 80여 개 배터리사가 주요 고객입니다. 매출 대부분이 이들 셀 메이커향 믹싱시스템 공급계약(예: 2025년 약 283억원, 2022년 217억원 등)에서 발생합니다.","탄소나노튜브(CNT) 분산액 사업에 진출해 천안 신캠퍼스에 CNT 공장·파일럿 라인과 연구소를 구축 중이며, 국내 대기업과 협력을 논의하고 있습니다. 또한 안다H자산운용으로부터 약 400억원 투자를 유치하고 LG디스플레이 출신 임원(사장·CFO)을 영입해 자금·인력을 확보했고, 천안 신공장을 건설(2025년 준공 예정)해 믹싱 장비 생산능력을 연 2,500억원에서 5,500억원 규모로 확대하고 있습니다.","미국 배터리 공장 인근에 현지 제조·납품 거점을 세워 글로벌 믹싱 장비 시장을 선도하고 2026년 매출 5,000억원 달성을 목표로 합니다. 기술 측면에서는 LFP 배터리용 순환식 믹서(생산량 약 2배), 건식 믹싱/건식 전극, 전고체 배터리 대응 장비를 연구개발하며 차세대 배터리 공정으로 사업을 확장하려 합니다.","슬러리 믹싱·분체 계량·점도/분산 제어 등 배터리 전극 공정 장비의 기계·공정 엔지니어링 역량과, 건식 전극·전고체 등 차세대 공정 자동화에 대한 이해를 어필하면 유리합니다. 턴키 장비 설계·제어(PLC/HMI), CNT 분산 공정, 해외(미국) 현지 설비 셋업/엔지니어링 경험을 연결해 강조하는 것이 효과적입니다.","티에스아이 ""2차전지 믹싱 기술로 美 공략"" - 한국경제 https://www.hankyung.com/article/2024111396431 | 표인식 TSI 대표 인터뷰(자금확보·인재영입·CNT·미국·2026 매출 5천억 목표) - 뉴스톱 http://www.newstopkorea.com/news/articleView.html?idxno=22773 | 티에스아이, 2차전지 믹싱시스템 계약 체결(약 283억원, 2025) - 디지털투데이 https://www.digitaltoday.co.kr/aigongsi/4384/tsai-battery-mixing-system-contract | 티에스아이 사업보고서 - KIND 전자공시 https://kind.krx.co.kr/common/disclsviewer.do?method=search&acptno=20260323002131",high
엠피닉스(주),"초소형(마이크로) 글라스 광학렌즈와 광학요소를 설계·제조하는 B2B 기업으로, 광통신모듈용 마이크로렌즈가 주력이며 데이터센터·데이터통신 광모듈에 탑재됩니다. 매출의 약 98%가 수출에서 발생하며 구글 등 글로벌 고객사에 공급하고, 2024년 기준 매출 약 307억원 규모입니다.","AI 데이터센터·자율주행 라이다(LiDAR)용 초소형 광학렌즈 수요 대응을 위해 첨단산업단지 신규 부지에 약 550억원 규모의 공장 신축·설비 투자를 진행 중이며, 이에 맞춰 생산직·품질부 등 채용을 확대하고 있습니다. 세계 최초 '웨이퍼폼(wafer-form)' 기술과 0.4mm급 초소형 유리 비구면 렌즈 양산 기술을 신규 양산 라인에 적용하고 있습니다.",중장기 성장 축은 AI 데이터센터 광통신(실리콘 포토닉스·CPO 패키징) 확산과 자율주행 라이다 시장 성장에 따른 마이크로 광학렌즈 수요 증가입니다. 일본 등 기술 원조국을 앞서는 마이크로 광학 제조 기술력을 바탕으로 글로벌 톱티어 고객사 공급망 내 점유율 확대를 노립니다.,"정밀 광학부품의 대량 양산은 자동화 검사·핸들링·정밀 정렬(align) 공정이 핵심이므로, 마이크로미터 단위 정밀 측정, 머신비전 기반 품질검사, 양산 자동화 설비 운영·개선 경험을 강조하면 유리합니다. 웨이퍼폼/비구면 렌즈 양산 라인의 수율·공정 자동화 개선에 기여할 수 있다는 점을 구체적 사례로 어필하세요.","엠피닉스(광통신용 마이크로 렌즈) 기업정보 - THE VC, https://thevc.kr/mpnics | [르포]엠피닉스, 광통신 마이크로렌즈 생산...구글 등에 공급 - 전자신문, https://www.etnews.com/20160613000239 | 엔비디아가 쏘아 올린 CPO…국내 소부장도 수주 '러시' - 디일렉, https://www.thelec.kr/news/articleView.html?idxno=58033 | 엠피닉스(주) 기업정보 - 사람인, https://www.saramin.co.kr/zf_user/company-info/view/csn/dnRTdVZVQ1VCRGhWeGtmMmJiVGJPUT09",medium
(주)티더블유,"전기차용 2차전지(배터리) 제조 설비를 주력으로 하는 특수목적 기계·자동화 장비 제조사로, 전극 노칭(Notching)과 셀 적층(Z-스태킹) 등 핵심 공정 장비 및 자동화 라인 공급으로 매출을 낸다. 2025년 매출 약 990억원 규모의 평택 소재 중견기업이며, 2차전지 외에 반도체 장비(애셔 등) 사업도 병행한다.","2021년 반도체 애셔(Asher) 사업부를 인수해 반도체 장비 분야로 사업을 확장 중이며, SK이노베이션(현 SK온)향 Z-스태킹 장비를 미국·헝가리 등 해외 생산기지에 공급하고 헝가리·중국향 노칭 장비를 수주하는 등 글로벌 배터리 공장 증설에 대응한 해외 수주를 진행 중이다. 직원 수가 330명 규모까지 확대되며 설계·제어·생산 인력 채용을 지속하고 있다.","국내외 전기차·ESS 배터리 캐파 증설에 발맞춰 노칭·스태킹 중심 2차전지 장비 라인업을 고도화하고, 반도체 장비를 제2의 성장축으로 키우는 사업 다각화를 추진한다. 산업부 '월드클래스' 제품 선정 등을 바탕으로 매출 확대(이른바 비전 2025) 목표를 내세운 것으로 알려져 있으나, 구체적 중장기 수치 목표는 공식 공개 정보가 제한적이다.","노칭·Z스태킹 등 2차전지 조립공정 장비 설계, PLC/모션 제어, 자동화 라인 통합, 정밀 기계가공 경험을 강조하고, 해외(헝가리·미국·중국) 셋업·시운전 대응 역량과 반도체 장비 융합 이해를 어필하면 효과적이다. 고객사(SK온 등 배터리 메이커)의 양산성·생산속도(PPM) 향상에 기여한 경험을 정량적으로 제시할 것.","주식회사 티더블유 2025년 기업정보 (잡코리아) - https://www.jobkorea.co.kr/recruit/co_read/c/woowon6147 | (주)티더블유 기업/채용 정보 (경기도 일자리포털) - https://job.gg.go.kr/empmn/desEntDtl.do?bizrno=3178138534&entCd=L10128 | SK이노베이션, 생산성 높인 3세대 'Z-스태킹' 공법 도입 (디일렉) - https://www.thelec.kr/news/articleView.html?idxno=12868 | 티더블유테크놀로지 채용 - 설계팀/PLC제어 (잡코리아) - https://www.jobkorea.co.kr/Recruit/GI_Read/45800550",medium
